,STATE/UT,DISTRICT,YEAR,SAFE/UNSAFE
0,ANDHRA PRADESH,ADILABAD,2001,unsafe
1,ANDHRA PRADESH,ANANTAPUR,2001,unsafe
2,ANDHRA PRADESH,CHITTOOR,2001,unsafe
3,ANDHRA PRADESH,CUDDAPAH,2001,unsafe
4,ANDHRA PRADESH,EAST GODAVARI,2001,unsafe
5,ANDHRA PRADESH,GUNTAKAL RLY.,2001,unsafe
6,ANDHRA PRADESH,GUNTUR,2001,unsafe
7,ANDHRA PRADESH,HYDERABAD CITY,2001,unsafe
8,ANDHRA PRADESH,KARIMNAGAR,2001,unsafe
9,ANDHRA PRADESH,KHAMMAM,2001,unsafe
10,ANDHRA PRADESH,KRISHNA,2001,unsafe
11,ANDHRA PRADESH,KURNOOL,2001,unsafe
12,ANDHRA PRADESH,MAHABOOBNAGAR,2001,unsafe
13,ANDHRA PRADESH,MEDAK,2001,unsafe
14,ANDHRA PRADESH,NALGONDA,2001,unsafe
15,ANDHRA PRADESH,NELLORE,2001,unsafe
16,ANDHRA PRADESH,NIZAMABAD,2001,unsafe
17,ANDHRA PRADESH,PRAKASHAM,2001,unsafe
18,ANDHRA PRADESH,RANGA REDDY,2001,unsafe
19,ANDHRA PRADESH,SECUNDERABAD RLY.,2001,unsafe
20,ANDHRA PRADESH,SRIKAKULAM,2001,unsafe
21,ANDHRA PRADESH,VIJAYAWADA,2001,unsafe
22,ANDHRA PRADESH,VIJAYAWADA RLY.,2001,unsafe
23,ANDHRA PRADESH,VISAKHA RURAL,2001,unsafe
24,ANDHRA PRADESH,VISAKHAPATNAM,2001,unsafe
25,ANDHRA PRADESH,VIZIANAGARAM,2001,unsafe
26,ANDHRA PRADESH,WARANGAL,2001,unsafe
27,ANDHRA PRADESH,WEST GODAVARI,2001,unsafe
28,ANDHRA PRADESH,TOTAL,2001,unsafe
29,ANDHRA PRADESH,ADILABAD,2002,unsafe
30,ANDHRA PRADESH,ANANTAPUR,2002,unsafe
31,ANDHRA PRADESH,CHITTOOR,2002,unsafe
32,ANDHRA PRADESH,CUDDAPAH,2002,unsafe
33,ANDHRA PRADESH,EAST GODAVARI,2002,unsafe
34,ANDHRA PRADESH,GUNTAKAL RLY.,2002,unsafe
35,ANDHRA PRADESH,GUNTUR,2002,unsafe
36,ANDHRA PRADESH,HYDERABAD CITY,2002,unsafe
37,ANDHRA PRADESH,KARIMNAGAR,2002,unsafe
38,ANDHRA PRADESH,KHAMMAM,2002,unsafe
39,ANDHRA PRADESH,KRISHNA,2002,unsafe
40,ANDHRA PRADESH,KURNOOL,2002,unsafe
41,ANDHRA PRADESH,MAHABOOBNAGAR,2002,unsafe
42,ANDHRA PRADESH,MEDAK,2002,unsafe
43,ANDHRA PRADESH,NALGONDA,2002,unsafe
44,ANDHRA PRADESH,NELLORE,2002,unsafe
45,ANDHRA PRADESH,NIZAMABAD,2002,unsafe
46,ANDHRA PRADESH,PRAKASHAM,2002,unsafe
47,ANDHRA PRADESH,RANGA REDDY,2002,unsafe
48,ANDHRA PRADESH,SECUNDERABAD RLY.,2002,unsafe
49,ANDHRA PRADESH,SRIKAKULAM,2002,unsafe
50,ANDHRA PRADESH,VIJAYAWADA,2002,unsafe
51,ANDHRA PRADESH,VIJAYAWADA RLY.,2002,unsafe
52,ANDHRA PRADESH,VISAKHA RURAL,2002,unsafe
53,ANDHRA PRADESH,VISAKHAPATNAM,2002,unsafe
54,ANDHRA PRADESH,VIZIANAGARAM,2002,unsafe
55,ANDHRA PRADESH,WARANGAL,2002,unsafe
56,ANDHRA PRADESH,WEST GODAVARI,2002,unsafe
57,ANDHRA PRADESH,TOTAL,2002,unsafe
58,ANDHRA PRADESH,ADILABAD,2003,unsafe
59,ANDHRA PRADESH,ANANTAPUR,2003,unsafe
60,ANDHRA PRADESH,CHITTOOR,2003,unsafe
61,ANDHRA PRADESH,CUDDAPAH,2003,unsafe
62,ANDHRA PRADESH,CYBERABAD,2003,unsafe
63,ANDHRA PRADESH,EAST GODAVARI,2003,unsafe
64,ANDHRA PRADESH,GUNTAKAL RLY.,2003,unsafe
65,ANDHRA PRADESH,GUNTUR,2003,unsafe
66,ANDHRA PRADESH,HYDERABAD CITY,2003,unsafe
67,ANDHRA PRADESH,KARIMNAGAR,2003,unsafe
68,ANDHRA PRADESH,KHAMMAM,2003,unsafe
69,ANDHRA PRADESH,KRISHNA,2003,unsafe
70,ANDHRA PRADESH,KURNOOL,2003,unsafe
71,ANDHRA PRADESH,MAHABOOBNAGAR,2003,unsafe
72,ANDHRA PRADESH,MEDAK,2003,unsafe
73,ANDHRA PRADESH,NALGONDA,2003,unsafe
74,ANDHRA PRADESH,NELLORE,2003,unsafe
75,ANDHRA PRADESH,NIZAMABAD,2003,unsafe
76,ANDHRA PRADESH,PRAKASHAM,2003,unsafe
77,ANDHRA PRADESH,RANGA REDDY,2003,unsafe
78,ANDHRA PRADESH,SECUNDERABAD RLY.,2003,unsafe
79,ANDHRA PRADESH,SRIKAKULAM,2003,unsafe
80,ANDHRA PRADESH,VIJAYAWADA,2003,unsafe
81,ANDHRA PRADESH,VIJAYAWADA RLY.,2003,unsafe
82,ANDHRA PRADESH,VISAKHA RURAL,2003,unsafe
83,ANDHRA PRADESH,VISAKHAPATNAM,2003,unsafe
84,ANDHRA PRADESH,VIZIANAGARAM,2003,unsafe
85,ANDHRA PRADESH,WARANGAL,2003,unsafe
86,ANDHRA PRADESH,WEST GODAVARI,2003,unsafe
87,ANDHRA PRADESH,TOTAL,2003,unsafe
88,ANDHRA PRADESH,ADILABAD,2004,unsafe
89,ANDHRA PRADESH,ANANTAPUR,2004,unsafe
90,ANDHRA PRADESH,CHITTOOR,2004,unsafe
91,ANDHRA PRADESH,CUDDAPAH,2004,unsafe
92,ANDHRA PRADESH,CYBERABAD,2004,unsafe
93,ANDHRA PRADESH,EAST GODAVARI,2004,unsafe
94,ANDHRA PRADESH,GUNTAKAL RLY.,2004,unsafe
95,ANDHRA PRADESH,GUNTUR,2004,unsafe
96,ANDHRA PRADESH,HYDERABAD CITY,2004,unsafe
97,ANDHRA PRADESH,KARIMNAGAR,2004,unsafe
98,ANDHRA PRADESH,KHAMMAM,2004,unsafe
99,ANDHRA PRADESH,KRISHNA,2004,unsafe
100,ANDHRA PRADESH,KURNOOL,2004,unsafe
101,ANDHRA PRADESH,MAHABOOBNAGAR,2004,unsafe
102,ANDHRA PRADESH,MEDAK,2004,unsafe
103,ANDHRA PRADESH,NALGONDA,2004,unsafe
104,ANDHRA PRADESH,NELLORE,2004,unsafe
105,ANDHRA PRADESH,NIZAMABAD,2004,unsafe
106,ANDHRA PRADESH,PRAKASHAM,2004,unsafe
107,ANDHRA PRADESH,RANGA REDDY,2004,unsafe
108,ANDHRA PRADESH,SECUNDERABAD RLY.,2004,unsafe
109,ANDHRA PRADESH,SRIKAKULAM,2004,unsafe
110,ANDHRA PRADESH,VIJAYAWADA,2004,unsafe
111,ANDHRA PRADESH,VIJAYAWADA RLY.,2004,unsafe
112,ANDHRA PRADESH,VISAKHA RURAL,2004,unsafe
113,ANDHRA PRADESH,VISAKHAPATNAM,2004,unsafe
114,ANDHRA PRADESH,VIZIANAGARAM,2004,unsafe
115,ANDHRA PRADESH,WARANGAL,2004,unsafe
116,ANDHRA PRADESH,WEST GODAVARI,2004,unsafe
117,ANDHRA PRADESH,TOTAL,2004,unsafe
118,ANDHRA PRADESH,ADILABAD,2005,unsafe
119,ANDHRA PRADESH,ANANTAPUR,2005,unsafe
120,ANDHRA PRADESH,CHITTOOR,2005,unsafe
121,ANDHRA PRADESH,CUDDAPAH,2005,unsafe
122,ANDHRA PRADESH,CYBERABAD,2005,unsafe
123,ANDHRA PRADESH,EAST GODAVARI,2005,unsafe
124,ANDHRA PRADESH,GUNTAKAL RLY.,2005,unsafe
125,ANDHRA PRADESH,GUNTUR,2005,unsafe
126,ANDHRA PRADESH,HYDERABAD CITY,2005,unsafe
127,ANDHRA PRADESH,KARIMNAGAR,2005,unsafe
128,ANDHRA PRADESH,KHAMMAM,2005,unsafe
129,ANDHRA PRADESH,KRISHNA,2005,unsafe
130,ANDHRA PRADESH,KURNOOL,2005,unsafe
131,ANDHRA PRADESH,MAHABOOBNAGAR,2005,unsafe
132,ANDHRA PRADESH,MEDAK,2005,unsafe
133,ANDHRA PRADESH,NALGONDA,2005,unsafe
134,ANDHRA PRADESH,NELLORE,2005,unsafe
135,ANDHRA PRADESH,NIZAMABAD,2005,unsafe
136,ANDHRA PRADESH,PRAKASHAM,2005,unsafe
137,ANDHRA PRADESH,RANGA REDDY,2005,unsafe
138,ANDHRA PRADESH,SECUNDERABAD RLY.,2005,unsafe
139,ANDHRA PRADESH,SRIKAKULAM,2005,unsafe
140,ANDHRA PRADESH,VIJAYAWADA,2005,unsafe
141,ANDHRA PRADESH,VIJAYAWADA RLY.,2005,unsafe
142,ANDHRA PRADESH,VISAKHA RURAL,2005,unsafe
143,ANDHRA PRADESH,VISAKHAPATNAM,2005,unsafe
144,ANDHRA PRADESH,VIZIANAGARAM,2005,unsafe
145,ANDHRA PRADESH,WARANGAL,2005,unsafe
146,ANDHRA PRADESH,WEST GODAVARI,2005,unsafe
147,ANDHRA PRADESH,TOTAL,2005,unsafe
148,ANDHRA PRADESH,ADILABAD,2006,unsafe
149,ANDHRA PRADESH,ANANTAPUR,2006,unsafe
150,ANDHRA PRADESH,CHITTOOR,2006,unsafe
151,ANDHRA PRADESH,CUDDAPAH,2006,unsafe
152,ANDHRA PRADESH,CYBERABAD,2006,unsafe
153,ANDHRA PRADESH,EAST GODAVARI,2006,unsafe
154,ANDHRA PRADESH,GUNTAKAL RLY.,2006,unsafe
155,ANDHRA PRADESH,GUNTUR,2006,unsafe
156,ANDHRA PRADESH,HYDERABAD CITY,2006,unsafe
157,ANDHRA PRADESH,KARIMNAGAR,2006,unsafe
158,ANDHRA PRADESH,KHAMMAM,2006,unsafe
159,ANDHRA PRADESH,KRISHNA,2006,unsafe
160,ANDHRA PRADESH,KURNOOL,2006,unsafe
161,ANDHRA PRADESH,MAHABOOBNAGAR,2006,unsafe
162,ANDHRA PRADESH,MEDAK,2006,unsafe
163,ANDHRA PRADESH,NALGONDA,2006,unsafe
164,ANDHRA PRADESH,NELLORE,2006,unsafe
165,ANDHRA PRADESH,NIZAMABAD,2006,unsafe
166,ANDHRA PRADESH,PRAKASHAM,2006,unsafe
167,ANDHRA PRADESH,RANGA REDDY,2006,unsafe
168,ANDHRA PRADESH,SECUNDERABAD RLY.,2006,unsafe
169,ANDHRA PRADESH,SRIKAKULAM,2006,unsafe
170,ANDHRA PRADESH,VIJAYAWADA CITY,2006,unsafe
171,ANDHRA PRADESH,VIJAYAWADA RLY.,2006,unsafe
172,ANDHRA PRADESH,VISAKHA RURAL,2006,unsafe
173,ANDHRA PRADESH,VISAKHAPATNAM,2006,unsafe
174,ANDHRA PRADESH,VIZIANAGARAM,2006,unsafe
175,ANDHRA PRADESH,WARANGAL,2006,unsafe
176,ANDHRA PRADESH,WEST GODAVARI,2006,unsafe
177,ANDHRA PRADESH,TOTAL,2006,unsafe
178,ANDHRA PRADESH,ADILABAD,2007,unsafe
179,ANDHRA PRADESH,ANANTAPUR,2007,unsafe
180,ANDHRA PRADESH,CHITTOOR,2007,unsafe
181,ANDHRA PRADESH,CUDDAPAH,2007,unsafe
182,ANDHRA PRADESH,CYBERABAD,2007,unsafe
183,ANDHRA PRADESH,EAST GODAVARI,2007,unsafe
184,ANDHRA PRADESH,GUNTAKAL RLY.,2007,unsafe
185,ANDHRA PRADESH,GUNTUR,2007,unsafe
186,ANDHRA PRADESH,HYDERABAD CITY,2007,unsafe
187,ANDHRA PRADESH,KARIMNAGAR,2007,unsafe
188,ANDHRA PRADESH,KHAMMAM,2007,unsafe
189,ANDHRA PRADESH,KRISHNA,2007,unsafe
190,ANDHRA PRADESH,KURNOOL,2007,unsafe
191,ANDHRA PRADESH,MAHABOOBNAGAR,2007,unsafe
192,ANDHRA PRADESH,MEDAK,2007,unsafe
193,ANDHRA PRADESH,NALGONDA,2007,unsafe
194,ANDHRA PRADESH,NELLORE,2007,unsafe
195,ANDHRA PRADESH,NIZAMABAD,2007,unsafe
196,ANDHRA PRADESH,PRAKASHAM,2007,unsafe
197,ANDHRA PRADESH,RANGA REDDY,2007,unsafe
198,ANDHRA PRADESH,SECUNDERABAD RLY.,2007,unsafe
199,ANDHRA PRADESH,SRIKAKULAM,2007,unsafe
200,ANDHRA PRADESH,VIJAYAWADA CITY,2007,unsafe
201,ANDHRA PRADESH,VIJAYAWADA RLY.,2007,unsafe
202,ANDHRA PRADESH,VISAKHA RURAL,2007,unsafe
203,ANDHRA PRADESH,VISAKHAPATNAM,2007,unsafe
204,ANDHRA PRADESH,VIZIANAGARAM,2007,unsafe
205,ANDHRA PRADESH,WARANGAL,2007,unsafe
206,ANDHRA PRADESH,WEST GODAVARI,2007,unsafe
207,ANDHRA PRADESH,TOTAL,2007,unsafe
208,ANDHRA PRADESH,ADILABAD,2008,unsafe
209,ANDHRA PRADESH,ANANTAPUR,2008,unsafe
210,ANDHRA PRADESH,CHITTOOR,2008,unsafe
211,ANDHRA PRADESH,CUDDAPAH,2008,unsafe
212,ANDHRA PRADESH,CYBERABAD,2008,unsafe
213,ANDHRA PRADESH,EAST GODAVARI,2008,unsafe
214,ANDHRA PRADESH,GUNTAKAL RLY.,2008,unsafe
215,ANDHRA PRADESH,GUNTUR,2008,unsafe
216,ANDHRA PRADESH,HYDERABAD CITY,2008,unsafe
217,ANDHRA PRADESH,KARIMNAGAR,2008,unsafe
218,ANDHRA PRADESH,KHAMMAM,2008,unsafe
219,ANDHRA PRADESH,KRISHNA,2008,unsafe
220,ANDHRA PRADESH,KURNOOL,2008,unsafe
221,ANDHRA PRADESH,MAHABOOBNAGAR,2008,unsafe
222,ANDHRA PRADESH,MEDAK,2008,unsafe
223,ANDHRA PRADESH,NALGONDA,2008,unsafe
224,ANDHRA PRADESH,NELLORE,2008,unsafe
225,ANDHRA PRADESH,NIZAMABAD,2008,unsafe
226,ANDHRA PRADESH,PRAKASHAM,2008,unsafe
227,ANDHRA PRADESH,RANGA REDDY,2008,unsafe
228,ANDHRA PRADESH,SECUNDERABAD RLY.,2008,unsafe
229,ANDHRA PRADESH,SRIKAKULAM,2008,unsafe
230,ANDHRA PRADESH,VIJAYAWADA CITY,2008,unsafe
231,ANDHRA PRADESH,VIJAYAWADA RLY.,2008,unsafe
232,ANDHRA PRADESH,VISAKHA RURAL,2008,unsafe
233,ANDHRA PRADESH,VISAKHAPATNAM,2008,unsafe
234,ANDHRA PRADESH,VIZIANAGARAM,2008,unsafe
235,ANDHRA PRADESH,WARANGAL,2008,unsafe
236,ANDHRA PRADESH,WEST GODAVARI,2008,unsafe
237,ANDHRA PRADESH,TOTAL,2008,unsafe
238,ANDHRA PRADESH,ADILABAD,2009,unsafe
239,ANDHRA PRADESH,ANANTAPUR,2009,unsafe
240,ANDHRA PRADESH,CHITTOOR,2009,unsafe
241,ANDHRA PRADESH,CUDDAPAH,2009,unsafe
242,ANDHRA PRADESH,CYBERABAD,2009,unsafe
243,ANDHRA PRADESH,EAST GODAVARI,2009,unsafe
244,ANDHRA PRADESH,GUNTAKAL RLY.,2009,unsafe
245,ANDHRA PRADESH,GUNTUR,2009,unsafe
246,ANDHRA PRADESH,HYDERABAD CITY,2009,unsafe
247,ANDHRA PRADESH,KARIMNAGAR,2009,unsafe
248,ANDHRA PRADESH,KHAMMAM,2009,unsafe
249,ANDHRA PRADESH,KRISHNA,2009,unsafe
250,ANDHRA PRADESH,KURNOOL,2009,unsafe
251,ANDHRA PRADESH,MAHABOOBNAGAR,2009,unsafe
252,ANDHRA PRADESH,MEDAK,2009,unsafe
253,ANDHRA PRADESH,NALGONDA,2009,unsafe
254,ANDHRA PRADESH,NELLORE,2009,unsafe
255,ANDHRA PRADESH,NIZAMABAD,2009,unsafe
256,ANDHRA PRADESH,PRAKASHAM,2009,unsafe
257,ANDHRA PRADESH,RANGA REDDY,2009,unsafe
258,ANDHRA PRADESH,SECUNDERABAD RLY.,2009,unsafe
259,ANDHRA PRADESH,SRIKAKULAM,2009,unsafe
260,ANDHRA PRADESH,VIJAYAWADA CITY,2009,unsafe
261,ANDHRA PRADESH,VIJAYAWADA RLY.,2009,unsafe
262,ANDHRA PRADESH,VISAKHA RURAL,2009,unsafe
263,ANDHRA PRADESH,VISAKHAPATNAM,2009,unsafe
264,ANDHRA PRADESH,VIZIANAGARAM,2009,unsafe
265,ANDHRA PRADESH,WARANGAL,2009,unsafe
266,ANDHRA PRADESH,WEST GODAVARI,2009,unsafe
267,ANDHRA PRADESH,TOTAL,2009,unsafe
268,ANDHRA PRADESH,ADILABAD,2010,unsafe
269,ANDHRA PRADESH,ANANTAPUR,2010,unsafe
270,ANDHRA PRADESH,CHITTOOR,2010,unsafe
271,ANDHRA PRADESH,CUDDAPAH,2010,unsafe
272,ANDHRA PRADESH,CYBERABAD,2010,unsafe
273,ANDHRA PRADESH,EAST GODAVARI,2010,unsafe
274,ANDHRA PRADESH,GUNTAKAL RLY.,2010,unsafe
275,ANDHRA PRADESH,GUNTUR,2010,unsafe
276,ANDHRA PRADESH,GUNTUR URBAN,2010,unsafe
277,ANDHRA PRADESH,HYDERABAD CITY,2010,unsafe
278,ANDHRA PRADESH,KARIMNAGAR,2010,unsafe
279,ANDHRA PRADESH,KHAMMAM,2010,unsafe
280,ANDHRA PRADESH,KRISHNA,2010,unsafe
281,ANDHRA PRADESH,KURNOOL,2010,unsafe
282,ANDHRA PRADESH,MAHABOOBNAGAR,2010,unsafe
283,ANDHRA PRADESH,MEDAK,2010,unsafe
284,ANDHRA PRADESH,NALGONDA,2010,unsafe
285,ANDHRA PRADESH,NELLORE,2010,unsafe
286,ANDHRA PRADESH,NIZAMABAD,2010,unsafe
287,ANDHRA PRADESH,PRAKASHAM,2010,unsafe
288,ANDHRA PRADESH,RAJAHMUNDRY,2010,unsafe
289,ANDHRA PRADESH,RANGA REDDY,2010,unsafe
290,ANDHRA PRADESH,SECUNDERABAD RLY.,2010,unsafe
291,ANDHRA PRADESH,SRIKAKULAM,2010,unsafe
292,ANDHRA PRADESH,TIRUPATHI URBAN,2010,unsafe
293,ANDHRA PRADESH,VIJAYAWADA CITY,2010,unsafe
294,ANDHRA PRADESH,VIJAYAWADA RLY.,2010,unsafe
295,ANDHRA PRADESH,VISAKHA RURAL,2010,unsafe
296,ANDHRA PRADESH,VISAKHAPATNAM,2010,unsafe
297,ANDHRA PRADESH,VIZIANAGARAM,2010,unsafe
298,ANDHRA PRADESH,WARANGAL,2010,unsafe
299,ANDHRA PRADESH,WARANGAL URBAN,2010,unsafe
300,ANDHRA PRADESH,WEST GODAVARI,2010,unsafe
301,ANDHRA PRADESH,TOTAL,2010,unsafe
302,ANDHRA PRADESH,ADILABAD,2011,unsafe
303,ANDHRA PRADESH,ANANTAPUR,2011,unsafe
304,ANDHRA PRADESH,CHITTOOR,2011,unsafe
305,ANDHRA PRADESH,CUDDAPAH,2011,unsafe
306,ANDHRA PRADESH,CYBERABAD,2011,unsafe
307,ANDHRA PRADESH,EAST GODAVARI,2011,unsafe
308,ANDHRA PRADESH,GUNTAKAL RLY.,2011,unsafe
309,ANDHRA PRADESH,GUNTUR,2011,unsafe
310,ANDHRA PRADESH,GUNTUR URBAN,2011,unsafe
311,ANDHRA PRADESH,HYDERABAD CITY,2011,unsafe
312,ANDHRA PRADESH,KARIMNAGAR,2011,unsafe
313,ANDHRA PRADESH,KHAMMAM,2011,unsafe
314,ANDHRA PRADESH,KRISHNA,2011,unsafe
315,ANDHRA PRADESH,KURNOOL,2011,unsafe
316,ANDHRA PRADESH,MAHABOOBNAGAR,2011,unsafe
317,ANDHRA PRADESH,MEDAK,2011,unsafe
318,ANDHRA PRADESH,NALGONDA,2011,unsafe
319,ANDHRA PRADESH,NELLORE,2011,unsafe
320,ANDHRA PRADESH,NIZAMABAD,2011,unsafe
321,ANDHRA PRADESH,PRAKASHAM,2011,unsafe
322,ANDHRA PRADESH,RAJAHMUNDRY,2011,unsafe
323,ANDHRA PRADESH,RANGA REDDY,2011,unsafe
324,ANDHRA PRADESH,SECUNDERABAD RLY.,2011,unsafe
325,ANDHRA PRADESH,SRIKAKULAM,2011,unsafe
326,ANDHRA PRADESH,TIRUPATHI URBAN,2011,unsafe
327,ANDHRA PRADESH,VIJAYAWADA CITY,2011,unsafe
328,ANDHRA PRADESH,VIJAYAWADA RLY.,2011,unsafe
329,ANDHRA PRADESH,VISAKHA RURAL,2011,unsafe
330,ANDHRA PRADESH,VISAKHAPATNAM,2011,unsafe
331,ANDHRA PRADESH,VIZIANAGARAM,2011,unsafe
332,ANDHRA PRADESH,WARANGAL,2011,unsafe
333,ANDHRA PRADESH,WARANGAL URBAN,2011,unsafe
334,ANDHRA PRADESH,WEST GODAVARI,2011,unsafe
335,ANDHRA PRADESH,TOTAL,2011,unsafe
336,ANDHRA PRADESH,ADILABAD,2012,unsafe
337,ANDHRA PRADESH,ANANTAPUR,2012,unsafe
338,ANDHRA PRADESH,CHITTOOR,2012,unsafe
339,ANDHRA PRADESH,CUDDAPAH,2012,unsafe
340,ANDHRA PRADESH,CYBERABAD,2012,unsafe
341,ANDHRA PRADESH,EAST GODAVARI,2012,unsafe
342,ANDHRA PRADESH,GUNTAKAL RLY.,2012,unsafe
343,ANDHRA PRADESH,GUNTUR,2012,unsafe
344,ANDHRA PRADESH,GUNTUR URBAN,2012,unsafe
345,ANDHRA PRADESH,HYDERABAD CITY,2012,unsafe
346,ANDHRA PRADESH,KARIMNAGAR,2012,unsafe
347,ANDHRA PRADESH,KHAMMAM,2012,unsafe
348,ANDHRA PRADESH,KRISHNA,2012,unsafe
349,ANDHRA PRADESH,KURNOOL,2012,unsafe
350,ANDHRA PRADESH,MAHABOOBNAGAR,2012,unsafe
351,ANDHRA PRADESH,MEDAK,2012,unsafe
352,ANDHRA PRADESH,NALGONDA,2012,unsafe
353,ANDHRA PRADESH,NELLORE,2012,unsafe
354,ANDHRA PRADESH,NIZAMABAD,2012,unsafe
355,ANDHRA PRADESH,PRAKASHAM,2012,unsafe
356,ANDHRA PRADESH,RAJAHMUNDRY,2012,unsafe
357,ANDHRA PRADESH,RANGA REDDY,2012,unsafe
358,ANDHRA PRADESH,SECUNDERABAD RLY.,2012,unsafe
359,ANDHRA PRADESH,SRIKAKULAM,2012,unsafe
360,ANDHRA PRADESH,TIRUPATHI URBAN,2012,unsafe
361,ANDHRA PRADESH,VIJAYAWADA CITY,2012,unsafe
362,ANDHRA PRADESH,VIJAYAWADA RLY.,2012,unsafe
363,ANDHRA PRADESH,VISAKHA RURAL,2012,unsafe
364,ANDHRA PRADESH,VISAKHAPATNAM,2012,unsafe
365,ANDHRA PRADESH,VIZIANAGARAM,2012,unsafe
366,ANDHRA PRADESH,WARANGAL,2012,unsafe
367,ANDHRA PRADESH,WARANGAL URBAN,2012,unsafe
368,ANDHRA PRADESH,WEST GODAVARI,2012,unsafe
369,ANDHRA PRADESH,TOTAL,2012,unsafe
370,ARUNACHAL PRADESH,CHANGLANG,2001,safe
371,ARUNACHAL PRADESH,DIBANG VALLEY,2001,safe
372,ARUNACHAL PRADESH,KAMENG EAST,2001,safe
373,ARUNACHAL PRADESH,KAMENG WEST,2001,safe
374,ARUNACHAL PRADESH,LOHIT,2001,safe
375,ARUNACHAL PRADESH,PAPUM PARE,2001,safe
376,ARUNACHAL PRADESH,SIANG EAST,2001,safe
377,ARUNACHAL PRADESH,SIANG UPPER,2001,safe
378,ARUNACHAL PRADESH,SIANG WEST,2001,safe
379,ARUNACHAL PRADESH,SUBANSIRI LOWER,2001,safe
380,ARUNACHAL PRADESH,SUBANSIRI UPPER,2001,safe
381,ARUNACHAL PRADESH,TAWANG,2001,safe
382,ARUNACHAL PRADESH,TIRAP,2001,safe
383,ARUNACHAL PRADESH,TOTAL,2001,safe
384,ARUNACHAL PRADESH,CHANGLANG,2002,safe
385,ARUNACHAL PRADESH,DIBANG VALLEY,2002,safe
386,ARUNACHAL PRADESH,KAMENG EAST,2002,safe
387,ARUNACHAL PRADESH,KAMENG WEST,2002,safe
388,ARUNACHAL PRADESH,LOHIT,2002,safe
389,ARUNACHAL PRADESH,PAPUM PARE,2002,safe
390,ARUNACHAL PRADESH,SIANG EAST,2002,safe
391,ARUNACHAL PRADESH,SIANG UPPER,2002,safe
392,ARUNACHAL PRADESH,SIANG WEST,2002,safe
393,ARUNACHAL PRADESH,SUBANSIRI LOWER,2002,safe
394,ARUNACHAL PRADESH,SUBANSIRI UPPER,2002,safe
395,ARUNACHAL PRADESH,TAWANG,2002,safe
396,ARUNACHAL PRADESH,TIRAP,2002,safe
397,ARUNACHAL PRADESH,TOTAL,2002,safe
398,ARUNACHAL PRADESH,CHANGLANG,2003,safe
399,ARUNACHAL PRADESH,DIBANG VALLEY,2003,safe
400,ARUNACHAL PRADESH,K/KUMEY,2003,safe
401,ARUNACHAL PRADESH,KAMENG EAST,2003,safe
402,ARUNACHAL PRADESH,KAMENG WEST,2003,safe
403,ARUNACHAL PRADESH,LOHIT,2003,safe
404,ARUNACHAL PRADESH,PAPUM PARE,2003,safe
405,ARUNACHAL PRADESH,SIANG EAST,2003,safe
406,ARUNACHAL PRADESH,SIANG UPPER,2003,safe
407,ARUNACHAL PRADESH,SIANG WEST,2003,safe
408,ARUNACHAL PRADESH,SUBANSIRI LOWER,2003,safe
409,ARUNACHAL PRADESH,SUBANSIRI UPPER,2003,safe
410,ARUNACHAL PRADESH,TAWANG,2003,safe
411,ARUNACHAL PRADESH,TIRAP,2003,safe
412,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2003,safe
413,ARUNACHAL PRADESH,TOTAL,2003,safe
414,ARUNACHAL PRADESH,CHANGLANG,2004,safe
415,ARUNACHAL PRADESH,DIBANG VALLEY,2004,safe
416,ARUNACHAL PRADESH,K/KUMEY,2004,safe
417,ARUNACHAL PRADESH,KAMENG EAST,2004,safe
418,ARUNACHAL PRADESH,KAMENG WEST,2004,safe
419,ARUNACHAL PRADESH,LOHIT,2004,safe
420,ARUNACHAL PRADESH,PAPUM PARE,2004,safe
421,ARUNACHAL PRADESH,SIANG EAST,2004,safe
422,ARUNACHAL PRADESH,SIANG UPPER,2004,safe
423,ARUNACHAL PRADESH,SIANG WEST,2004,safe
424,ARUNACHAL PRADESH,SUBANSIRI LOWER,2004,safe
425,ARUNACHAL PRADESH,SUBANSIRI UPPER,2004,safe
426,ARUNACHAL PRADESH,TAWANG,2004,safe
427,ARUNACHAL PRADESH,TIRAP,2004,safe
428,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2004,safe
429,ARUNACHAL PRADESH,TOTAL,2004,safe
430,ARUNACHAL PRADESH,CHANGLANG,2005,safe
431,ARUNACHAL PRADESH,DIBANG VALLEY,2005,safe
432,ARUNACHAL PRADESH,K/KUMEY,2005,safe
433,ARUNACHAL PRADESH,KAMENG EAST,2005,safe
434,ARUNACHAL PRADESH,KAMENG WEST,2005,safe
435,ARUNACHAL PRADESH,LOHIT,2005,safe
436,ARUNACHAL PRADESH,PAPUM PARE,2005,safe
437,ARUNACHAL PRADESH,SIANG EAST,2005,safe
438,ARUNACHAL PRADESH,SIANG UPPER,2005,safe
439,ARUNACHAL PRADESH,SIANG WEST,2005,safe
440,ARUNACHAL PRADESH,SUBANSIRI LOWER,2005,safe
441,ARUNACHAL PRADESH,SUBANSIRI UPPER,2005,safe
442,ARUNACHAL PRADESH,TAWANG,2005,safe
443,ARUNACHAL PRADESH,TIRAP,2005,safe
444,ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2005,safe
445,ARUNACHAL PRADESH,TOTAL,2005,safe
